Essay ID,essay_set,essay,Content,Prompt Adherence,Language,Narrativity
7058,3,"Features of the setting affected the cyclist in many different ways.for example, he ask the older guts, ""that haven't left rheir porches since carter was in the office where the next placewas to get water. Also he was out in the middle of nowhere. It was also in June were the weather was warm,and he didn't have a lot of water.",1,1,1,1
7059,3,"Many features of the setting affect the cyclist. First, he was in “high desert of California in June.” This affected him many ways. It makes him become very dehydrated. He had to conserve his water and chew on pebbles to get any spit to collect in his mouth. Also, the road became very rough. The new terrain made him has to push himself harder and lose energy quicker. The last feature would be the distance. He had to travel a lot further then he had planned to. This again affected his energy and spirits with thoughts of possible death, and not be able to make it. Those are how just some of the features of the setting affected the cyclist.",2,2,2,2
7060,3,"The features of the setting affect the cyclist in many ways. Since the cyclist was in the middle of no where, he couldn’t get any water. “I’d read once that sucking on stones helps take your mind off thirst,” he was so thirsty that he barely had any energy to keep going, “The growing realization that I could drop from heatstroke,” it was hot out and he had no water so this affected his energy.",1,1,2,2
7061,3,The features of setting affect the cyclist. The harsh turane proved a challenge when his water supply was low and all towns had been abandoned leaving him no refill. The heat was also a factor quickly creating him weary and tired. On the bike ride he had a glimmer of hope at an old water pump but quickly disappointed when the hot liquid tasted of battery acid. The setting set the conflict and helped achive the tone the author was looking for to affect the cyclist.,1,1,1,1
7062,3,"The settings effect the cyclist by the roughness of the ride. First, they go over a bunch of rocks, and the tire could poys. Next it could be smooth and easy. Also, it could be far away from towns and difficult to get back. There could be a lack of water making you dehydrate. That is how the setting around the cyclist could effect him.",0,0,1,1
7063,3,"The setting desented in the story, “Rough Road Ahead: Do Not Exceed Speed Limit,” would be a nightmare for any biker. This biker is riding in the middle of a desert on a summer’s day. The sweat dropping down him is just speeding up his dehydration. This is shown when the narration states, “wide rings of dried sweat circled my shirt, and the growing realization that i could drop from heatstroke” (Kurmaskie). This show how hot the desert was, and how he could drop dead. The desert is also deserted with rolling tumbleweeds and giant snakes, as he passed abandoned towns and factories. The dangerousness for a biker in this area is very high. The biker was lucky to have made it out of those sorroundings alive.",2,2,2,2
7064,3,The desert area of California was makeing him dehydrated. The trip was long but he had enough water to get him there only if he took the maps way. The old men thot “haven’t left the confines of their porches since carter was in office” told him a shortcut that he followed and ended up almost killing him due to heat stroke and dehydration. If the cyclist would have followed the map he could have stoped off at a store for more water if the setting was that bad.,0,0,1,0
7065,3,"The features of the setting  affect the cyclist in many ways. The setting was a dry California desert, for if it had been a busting city, the events in the story would have not happened. The author asked a group of old men for directions to Yosemite National Park, and , “like a foolish yuuth,” folluwed their advice. Everything started out fine until he reached the second town. He –ans almost dehydrated and “in an ironic twist” he reached on abandoned grape juice foctary. Almost all hope was lost for him until he rounded the bend and came across his new hope: “Gary and Wilber’s Fish camp-if you wont bait pur the big ones, we’re your best bet “ in He end he learned tostick to a map instead of old people who “haven’t left the confines of their purchess,hce carter was ,h office”",2,2,2,2
7066,3,The features of the setting affected the cyclist because first he realized that getting advise from people that no longer drive or even leave of the porch would be unuseful. When the author say “old timers who haven’t lest the confined of them porches since carter was in office” that what he is explaining. He then say “I rode  into the morning with strong legs and a smile on my face” he was refering back to how hes  on the rode  alone riding the bike and theres not a car insight any where around. The curbs of the turns where so sharp that only a bicycle could make them as safe as he did “He whipped the sweat from his eyes to make sure it wasn’t mirage and tried not get to excited” @CAPS1 in this situation would have made many people excited about the long lonely cicle by his self.,2,1,2,1
7067,3,The features of the setting affected the cyclist by making his way to the Yosemite National Park a longer and more difficult and dangerous way to go. He takes the awee of going that way by some old folks that he says “haven’t gotten off there porches since carter was in office.” I think tha tthere would be a reason to not listen to them though they @MONTH1 have wisdom.,0,0,0,0
7068,3,"In the setting there are no cars and no buildings meaning no help. The cyclist is tired and dehydrated because he ran out of water. No one was around because it was the desert. The cyclist was dehydrated but kept going to his destination. The road was straight but almost to the end there were many hills. Along with having to bike up the hills he almost ran into a snake. The weather was hot he had no water, he could have died.",2,2,2,2
7070,3,The features of the setting affected the cyclist. For example their was not towns close near. One reason this affected the cyclist is because if the towns were near each other if he ran out of water there would be stores close by. In addition he could have a heatstroke and there would be no one around to get help from and he could easily die. In my point of view of the reading I believe where he was located is what affected him mostly.,1,1,1,1
7071,3,"The hot wheather is dehydrating the cyclist, who can’t find more water. The hills are rough terrain is draining the energy he has. The heat is so rough he has to break the road down it to polants he wants to get to. He get drained physically and emotionally. He has a hard journey.",1,1,1,1
7073,3,"The features of the setting affect the cyclist in many ways. The cyclist from the essay “Do Not Exceed Posted Speed Limit, “by Joe Kurmaskie had many obsticales to over come. When he first showed the old men his map he was probably thinking to himself, “@CAPS1 my gosh, what did I get myself into?!” Because the cyclist trusted the shortcut the old men told him about he had a lot of doubt, anger and determination later on during the day. It was really hot and he was running out of water making him worried he was going to get dehydrated and die because he was starting to think he was getting lost. The hills also affected the cyclist by making him tired. In conclusion, the cyclist, in the end, found a little store by all the determination and effort he put in.",2,2,2,2
7074,3,"The setting where the cyclist is at is in a desert, and it can affect him because, he could get a heatstroke. The text states that he is lacking water and if you get too dehygrated it's not healthy and you die from it. However, when the wind is against his face, it can cool him down,along with the sweat. As long as he has some lijid left, it should be ohang. ",0,0,0,0
7076,3,"Different features of the setting affect a cyclist for example,temperatare really changes everything. If it’s too hot, you’re going to get tired really easily. Then again, if its too cold, breathing gets really hard. The biker in the story was in desert area in june, so it was really hot & tiring. Also, the terrain as affects a clyclist. If the road is filled with hills getting up those hills is difficult. If it’s all down hill, it’s really easy, but all uphill is hard, level terrain is fairly easy. The cyclist in the story was in level terain, then it turned into a lot of hills which tired him out. Features of the setting really affect a cyclist",2,1,2,1
7077,3,"The setting affects the cyclist because he is faced with roadways he is unsure of the weather is hot and dry and there are wild animals. The text states,",1,1,1,1
7078,3,"The setting has a great impact on the condition of the cyclist. First, it is a very hot dry in June. The cyclist is maneuvering his way through “high deserts in @LOCATION1” where he comes across many hills that he must climb over and maneuver his way down. With all of these obstacles and the heat slowing him down he will need water but is already low.",1,2,1,2
7079,3,"In the story “Rough Road Ahead Do Not Exceed Posted Speed Limit"" the narrator is faced with the challenging and perilous desert he must cross. He wasnt traveling in a car, he was riding a bike and crossing a desert on foot is tiring enough let alone on a bike. ""The speed limit was @NUM1. I was doing a water depleting @NUM2. Sometimes life can be so cruel.” In the horrible @NUM3 degree heat the narrator gulps down his water bottles at such a rate that he’s at risk of running out. Not only that but he’s been pedaling for such a long time that he @MONTH1 pass out from exaustion or,.” I could drop from heatstroke on a gorgeous day in June simply because I listened to some gentlemen who hadnt been off their porch in decades.” So I would say the narrator was pretty hasseled by his surroundings. ",2,2,2,2
7081,3,"The feature of the setting affected the cyclist because at first he had to watch out for the snakes that usually crossed the roads, then the streets were crooked and bumpy, so the road structure throw him off a bit, and he was riding his bike in June and it was very hot, and he had lack of water so he thought he was going to have a heatstroke. These things affected how the cyclist performed on his bike.",1,2,2,2
7082,3,"The cyclist is riding through the high deserts in California. In this environment everything looks the same for miles. The cyclist is dehydrated and is getting worse because he has no protection from the sun. It is hard for the cyclist to keep in good spirits because he is not even coming across any towns or sources of water. The cyclist says “About forty miles into the pedal, I arrived at the first ‘town.’ This place might have been a thriving little spot at one time- say before the last world war- but on that morning it fit the traditional definition of a ghost town.” This made the cyclist doubt the old timers directions. In the wide open desert, the cyclist was only coming across something after at least twenty miles. The heat, lack of water, and lack of civilization made the cyclist think he was “going to die and the birds would pick [him] clean. When the cyclist spots the abandoned Welch’s factory, the cyclist says they used what seemed to be their last bit of energy. The conditions affected the cyclist",2,2,3,3
7083,3,"The setting affects the cyclist by showing that he is a little angry. He states that “don’t remember the saying don’t take candy from strangers.” So we know he is upset about something. He is mad about the fact that this one older man tells him directions on how to get somewhere, and it’s wrong. The man figure that out halfway through the story. He also said that “the old man hasn’t been off his porch since Carter was in office,” so he needs to get his directions up to date. So the beginning is a negative attitude.",1,1,1,1
7084,3,In the story “Do Not Exceed Posted Speed Limit” the settings affected the character because he thought he wouldn’t make it to the park because of the way things looked around him. Because of the rolling hills and snakes he didn’t think he would make it any where and thought he was going to die. That’s how the setting affected the character.,1,1,2,2
7085,3,"While the cyclist was trying to get to Yosemite National Park he listen to some old  men who gave him directions for a shortcut.When he began his trip everything was fine.But then he found that along the “shortcut” there was no building.By the time he figured out that the old men were mistake he had almost run out of water.There was nothing around that he could drink.He was getting very thirsty.The fact that he was in the deserts of California in June didn’t make his task any easier.About halfway through his ride he ran into rolling hills, which made his trip even harder.Towards the end he found a building and he used all of his strength to get to it just to find that it was an abandoned juice factory.This made going without water much harder as well as he gazed at the picture of the boy who was drinking juice.In the end he finally make it to a pait shop where he guzzled all the water he possibly could",2,2,2,2
7086,3,"The features of the setting affected the cyclist greatly. For example when he was riding on the road he would pick a destination and ride to it. Then he would take a break. If this destination was a building he would be strong willed and determined. If it looked like their was nothing ahead but hills, he would just ride and wait to fall over dead without a care in the world.",0,0,1,1
7087,3,"One ramsackle shed, several rusty pumps, and a corral that couldn’t hold in the lamest mule greeted me. This sight was troubled. There was no one in sight, not a building, car, or structure of any kind. With any luck, I’d hit a bump and lodge one in my throat. Rough road ahead if he didn’t take the old mans advice, he would have enjoyed his bike ride he needed a new map.",1,1,1,1
7088,3,"The features in the story affect the cyclist by not having anything to drink. The person was going to a place far away with out any food or water for miles. He could have died. There is anther feature the effects the cyclist, and that is no one is around for miles. If he died out there, no one would no know for days. I know this because in the story he said “ There was no one in sight, not a building, car or structure of any kind. ''That says it all, the last feature is that it was hot. I know this because it says ''I was travelling through high deserts of California in June.'' It is hot is June, and it is even hotter in California.",2,2,2,1
7090,3,The features of the setting affect the cyclist because on page @NUM1 it talk about how the cyclist had to go down a hill then find a factory for juice. Like if the cyclist don’t find any building he would of kept the hill and wasted the little bit of energy for actaire.,0,0,0,0
7091,3,"Since the cyclist was really thirsty, the setting was not very appealing considering it was a desert. You could tell she was stressing because she was sweating and having a trouble time trying to pedal.",1,0,0,0
7092,3,The setting effects the cyclist in away that most people can’t tell cycling forty miles on maybe a gallon of water is hard expecialy in California “I had been hitting my water bottles pretty regularly and I was traveling through the high desserts of California in June” The effect on his body would be rather devastating.,1,1,1,1
7093,3,In the story the Features of the setting affects the cyclist is that when he is riding he has very little water. Also he takes advise from old men and he meets up with an @CAPS1 Snake and he goes down an dirt Road he has no water at the time there. The conclusion is that he comes of the dirt Road and @CAPS2 the main Road that he travels. Also he promised to stick to it in the @CAPS3. That is how you should stick things at in the future.,0,0,0,0
7094,3,"The biker has many features in his story. For example he has discriptive words that put pictures into my head. For example “One long, crippling hill” I can picture it in my head. “There was no one in sight.” All of these parts of the story put pictures in my head. Thats a good thing, for example you want the reader to understand it, and by having discribing words help.",0,0,0,0
7095,3,"The features of the setting affect the cyclist. One way is that the “rolling hills” @MONTH1 let the rider get more tired. Another way is that of water from severe heat. And finally the path you take along the way and how many stops you make along the way. The heat, lack of water, rolling hills, and the advice you get can result badly by affecting the outcome. A rider should make a plan and use determination to get to where they need to go.",2,2,2,2
7096,3,"The setting in the story “Do not exceed posted speed limit” reflect upon the cyclist. In the story a cyclist is riding his bike and takes directions from some old men. Later he realizes the old men probably had no idea that things change overtime. He says “Never accept travel advice from a collection of old-timers who haven’t left their porches since carter was in office.”(Kurmaskie @NUM1). The cyclist takes the old-timers “shortcut” and it takes forever to reach his destination. At the end he reaches his campsite and another person askes him for directions. This time the cyclist says “Yes, sir! I own a very good map,” and “I’d always stick to it in the future.” The cyclist’s message is to follow a map, something you know is right, not a person that @MONTH1 be lying or irresponsible.",1,1,2,1
7097,3,The features of the setting affect the cyclist by making him dehydrated and hot. He was in deserts on a bicycle with his water support running low and rough road with plenty of hills to make it hard for a bike to out come. he kept going though the heat was outrageous and dehydration beginning to overcome him.,2,2,1,1
7098,3,I think the boy should ask you directions for the place were he is going. He can reach the place without water but that is not a good thing to do.,1,1,1,1
7099,3,"The features of the setting affect the cyclist’s mood throughout the essay. Joe @CAPS1 starts with being happy and confident to determined yet help helpless and then to relief. Joe writes, “Things began well enough… flat roads…” This quote suggests that in the beginning, everything was okay. He started out with a “smile on the face.” (@NUM1) @CAPS2, things start to change @CAPS1 hits changing terrain. He writes, “…I noticed the terrain changing. Flat road was replaced by short rolling hills.” This quote states the changing terrain. He starts to lose water to keep him going, yet he pushes himself to the next “town”. Finally, when the author reaches “Gary & Wilber’s fish camp” he is relived when he sees an old guy sitting. The two men say, “know The best way to get There? “Yes sir! I own a very good map.” This reveals that Joe didn t ask for more directions which was his first mistake. In addition, changes in setting can chang a persons mood and attitude.",2,2,2,2
7101,3,The setting affected the cyclist because of the mood and how everychange happened. For instance when the setting changed the cyclist felt different and it really affected him. Like if the setting was all sunny in a nice town then he would feel good but if he was in a dark town he wouldn’t feel very happy. So the setting really affected him.,1,1,1,1
7102,3,"After sometime into his trip he mentioned “I was traveling through the high deserts of California in June.” I believe that this setting had gotten him determined to keep on pedaling so he could live. But then he started to think he might die, but he wasnt sad or upset, he was happy. He had sort of chuckled to himself, because of the fact that he might die because he listend to some old men. In my opinion I think he was having the time of his life peddeling through this setting of California.",0,0,1,0
7103,3,"Where cyclist was gave him more disadvantages, then advantages. The advantages were their were hills to go down. Disadvantages hills to go up, water running out when he is in the middle of no where, very hot out, and is lost in the desert, doesn’t have much hope until he see's the factory. Biggest disadvantage is he is on a bike, and not in a car. So he has no @CAPS1 and has to pedel to keep going. But being in the desert on a bike with no water, and you are last, is quite bad. He is very lucky that he made it up the hill or else he would’ve died out there. And he thought he was seeing things good thing he checked it out. I think for future refrence ride in a car, don’t use a bike in the desert, its not to smart.",1,1,2,2
7105,3,"The features of the setting affect the cyclist in different ways The woman who had listen to the older men to get where she was going had made her run out water and almost died of thirst. As she was going to this place she had seen a snake “At some point, tumble weeds crossed my path and a ridiculously large snake it really did look like a diamondback” (@NUM1). She started to see things that wasn’t there.",2,2,1,1
7106,3,"He was affected by lack of water, the hills, snake in the way and the condition of the road.” The water bottles contained only a  few tantalizing sips. ” This quote explains how the lack of water was a problem. The hills affected him by they were “crippling"". The snake it was long ways on the road and he didn’t know how to get passed it . Finally the   roads were rough and you should go  over the speed limit of 55 mph. So he was affect in a lot of different ways not just one.",2,2,2,1
7108,3,"The cyclist is affected by the heat, the hills, and the lack of people. For example, the cyclist was growing short on water and had “wide rings of dried sweat on his on shirt,” and he could “drop from heatstroke.” The hills must have forced him to use more energy, and lasely  the land of people. If the towns still had people the cyclist wouldn’t have been as affected by the setting.",2,2,2,2
7109,3,"Features of any setting affect what you do and how you do it. Features affect the cyclist by water, help, and saftey. “I’d read once that sucking on stones helps take your mind off thirsty by allowing what spit you have to circulate.” This quote so his desperate need for water by saying he sucks a on rock to drink his own spit. The rough terrain and abandoned road the old men sent him on that was out of date, made him unable to ask for directions, and to even know if he is travelling correctly. Along the road he meets a snake. Being so far away from civilization, if he was to have gotten bit then he would have no one to help save him from dyeing on the side of the road. Also, if he was to have a heatstroke he has no water and no help. Safty, help, and water are all factors which contribute to the features, and how they effect the cyclist.   ",2,2,2,2
7111,3,"The cyclist’s features around him affected him negatively. He was cycling through “the high deserts of California in June” (Kurmaskie @NUM1). His water bottle was slowly running outand the only town he came to that had water had water that tasted like batteryacid. Events seemed pretty bad, until the speaker became elated when they saw a @ORGANIZATION1 factory. The author was thirsty and the side of the building had “A sandblasted picture of a young boy pouring a refreshing glass of juice into his mouth” (Kurmaskie @NUM1). The building was abandoned. The speaker then states “Somehow  I climbed away from the abandoned factory of juices and dreams, slowly gaining elevation while losing hope” (Kurmaskie @NUM3). He lost hope after that landscape, and he pretty much gave up. The landscape or features affected the author very negatively due to the lack of water.    ",2,2,3,3
7112,3,The setting affects the cyclist because there were lots of hills and very little water.,1,1,1,1
7114,3,Many features of the setting affected the cyclist in “Do Not Exceed Posted Speed Limit” by Joe Kurmaskie. One feature that affected the character was the heat of the sun. The narration states” The sun was beginning to beat down” (@CAPS1).,1,1,1,1
7115,3,"The features of the setting greatly affected the cyclist in the story “Do Not Exceed Posted Speed Limit”. In the story it says, ""I was traveling through the high desert of California in June."" This is telling the reader that the weather was hot and you need a lot of water here to survive, especially if you are riding a bike or working. Later on in the story it says, ""I eased past, trying to keep my balance in my dehydrated state."" This quote gives the reader information and tells us that the cyclist is having a hard time surviving through the harsh features of the setting through the harsh features of the setting. In California deserts I know from prior knowledge it is hot and dry, exspecially in the summer. If you are working outside, like the cyclist in this story is, and you do not have water to drink, you will get dehydrated which eventually leads to death. The author does a good job showing the readers how the setting affects the cyclist.",2,2,2,2
7116,3,"In the essay “Do Not Exceed Posted Speed Limit,” the features of the setting affects the cyclist in many ways. One thing is the water. There is little water and it is boiling hot. He took some taste of it. He said “It tasted like battery acide.” To me if the water is hot don’t taste it. Another thing is the land. The land went from straight to hilly. That started slowing him down. Last, is the day time. It started turning dark and he was still biking. He wanted to get as far as he could.",2,1,2,2
7117,3,The features in the setting affected the cyclist when he got tired very easily because he was biking in the desert in June. There are no rivers in the that desert so he couldn’t get water. It is so hot out there that he couldn’t see very well because of all the sweat that went into his eyes. Also there are no people out there because of how hot it is.,2,2,2,2
7118,3,"In the essay “Rough Road Ahead, Do Not Exceed Posted Speed Limit ” the setting affected the cyclist. The setting affected the cyclist mentally and physically, when the setting was nice he had a positive outlook and was full of energy. Later in the essay, as the setting grew less appealing, and more treaterous, the cyclist grew weary and distressed.",1,2,2,2
7119,3,"A cyclist always has to face many problems such as the weather, the condition of the road, etc.",1,1,1,1
7120,3,"The features in the setting, affected the cyclist in many ways. The first way the features in the setting affected the cyclist is that the whole trail was desearted leaving him alone with no water. In the story it says “This place might have been a thriving little spot at one time – say, before the last world war – but on that morning it fit the traditional defination of a ghost town, “this explains that he was alone and that the first town he visited was deserted. The next example of how the features and the settings",1,1,1,1
7121,3,The featers of the setting afected the cyclist by the lack of water made him tiered and a bit deloshional. The lack of shade increased the rate of dehidrashion. The rough road made it hard to balinc. And the snack slowed him dowen. He thought that he was going to die.,1,1,0,0
7122,3,"The setting of the story ""Do Not Exceed Posted Speed Limit,"" is very important to the events that occured in the  story. For example the story was set on a  highway set at @NUM1 which the cyclist was only able to do @NUM2. This is signifigant to the events of the story because since he was doing @NUM2, which by the away is a lot for a cyclist and it led to almost dehydration. Plus it was hilly. This led to the excution of the cyclist, so one could see that setting is very important to the outcome of the story.",1,2,1,1
7123,3,The setting is in a California which isn’t really the coolest of places to be.[temperature],0,0,1,0
7125,3,"In the essay ""Rough Road Ahead; Do not Exceed Posted Speed Limit,"" by Joe kurmaskie, the setting is integral to how the cyclist feels and behaves. The cyclist feels a growing desperation as the setting around him gets progressively move bleak. In the beginning of the trip, the cyclist encounters a ghost town. ""I chuckled, checked my water supply, and moved on."" The cyclist is still thinking positively at this point in the essay. A while later, the cyclist comes across another abandoned set of buildings. He feels that this sight is ""troubling."" @CAPS1 the cyclist is worried, he is not yet depressive and pessimistic. Farther down the road, the terrain of the road changes, and he sees the sign that gives the essay its name."" The speed limit was 55 mph. I was doing a water depleting @NUM1. Sometimes life’s can feel so cruel."" The cyclist’s surroundings get progressively worse as he rides on, but even tually he finds a place with working water. He is so overjoyed by this building that he wants to find the owners, and kiss them.",2,3,3,3
7126,3,Some features of the setting that affect the cyclist is he is riding a bike through the dessert. He says “I was traveling through the high deserts of California in June.” So he was scortching hot peddling a bike. The road became bumpy and curry. A sign had said “Rough Road Ahead: Do not exceed posted Speed limit. The speed limit was @NUM1 and he was going @NUM2 so it must have been hard to get over all the bumps. The lastly he comes across and poisioness snake blocked the majority of the pavement infront of me.” So him dehydrated trying to get ground a snake would be terrifying. So on his @CAPS1 the setting doesn’t help him much.  ,2,2,2,2
7127,3,"The cyclist ran into many issues in his/her travel to @LOCATION1. They had to dismiss many hardships such as lack of water, being lost, immense desert heat, plus minor things like snakes and road conditions. The setting of the California desert in June was the most intense hardship. That and the lack of water. Though the heat starting powing at the cyclists’ brain by making them see mirages, etc. The heat and entire setting made the cyclists’ travel much harder.",3,3,2,2
7128,3,"The setting affect the cyclist because in the hot heat of California in June which nobody wants to be outside. But first, was the heat which took a lot out of his body while trying to keep it cool. Then came the factor of which he had very little water when he reached the first town and in the story it said, “A tar like substance oozed out, followed by brackish water feeling somewhere in the neighborhood of two hundred degrees.” So now he has no cool water to drink when he says, “Not two miles into the next section of the ride, I noticed the terrain changing. Flat road was replaced by short, rolling hills.” So the cyclist has very little water is not having to endoor the hardest part of the ride. Then later on he makes a mention to change a paragraph if he loss consciousness. Also he talked about him might getting a heatstroke. Hinting to the fact that the setting he was in was affecting him in many different ways.",2,2,2,2
7131,3,"The cyclist, Joe Kurmaskie, had a rough time traveling to Yosemite @ORGANIZATION1’l Park. Granted he was misled, but if the conditions of the terrain and if the climate were working for him it wouldve made life a whole lot easier. Not only was it hot, being in a desert in California in June, but he only had one water bottle. One water bottle @MONTH1 have lasted a little longer if it was a straight shot through, but it wasn’t. The roads went up, down, there were hills, there were towns-ghost towns at that. The only water he could pump from the pump was scalding hot and tasted acidic. Also, he wouldn’t have lost as much energy if it was a straight shot. It’s easy to say that he literally roughed it, having to resort to putting rocks in his mouth to circulate saliva. All in all, he was very determined to work through the very unfortunate conditions he had working against him, and very lucky to survive it. ",2,2,3,3
7133,3,"The features of the setting affected the cyclist by lack of water, poisonous snake, the condition of the rode for example the lack of water affected the cyclist because he couldn't make it wi thout water he could of passed out if he didnt have water. Another example of how the setting affected the cyclist would be the poisonous snake if he would have  goten bitten he could have died cause there would be nobody to help him. And the last example of how the setting affected him would be the conditon of the road because it make it tougher for the cyclist to get to his destination with hills and windy rounds this is how I think the setting affected  the  cyclist.",2,2,2,2
7135,3," The story “Do Not Exceed Posted Speed Limit” by @PERSON1 had some statements that we were kind of pointless to put in. One of sentence in the essay had a couple word that don’t need to be used. In the sentence, about forty miles into the pedal, I arrive at the first “town,” I don’t think “into the pedal needs to be in there because its not describing anything.",0,0,0,0
7136,3,"The features of the setting affect the cyclist in many ways. One way is, the setting. The cyclist is out in the dessert, in two-hundred degree weather. With very little water. Also, the cyclist didn`t have a map and he asked someone that hasn`t let their porch since carter was in office. ''Wide rings of dried sweat circled my shirt, and the growing realization that I could drop from heatstroke on a gorgeous day in June simply because I listened to some gentlemen who hadn`t been off their porch in decades.'' This quote talks about how the setting (@NUM1 degree weather, dessert) can @CAPS1 him. Also, he listened to someone that didn`t know what they were talking about. In conclusion that is how the features of setting affected the cyclist.  ",2,2,2,1
7137,3,The settings of the story is very desert like what I mean by that is its the desert and its hot and he really had to push his self to make it. The condition at the rode are very rough and has a lotof shape turn it in. Apart in the story he gets a boost of energy and pedal as hard as he can down a hill and then relaxes. This is the setting and is summary of the story.,1,1,0,0
7138,3,"The setting affected the cyclist because the condition of his surrounding it was hot so he got dehydrated more and needed more water. There were a lot of hills so he had to pedal harder and use more energy to get up the hills. There were no cars, building, smog, just nature. It was peaceful and relaxful ride on the bike thats the setting affects the cyclist.",1,1,1,1
7139,3,"Features of the setting affect the cyclist in a great way His journey would not be as difficult if these factors had not crossed his path. Climate, location, and population all have an effect on the cyclist. In the story, it is told that the cyclist is in the dry climate in California, in the heat of June.Their is also a lack of water, some must pace his sips carefully. Therefore also few towns, making it hard to get good advice and supplies and supplies. The cyclsit also comes across a snake, making him affected by native wild life.  The dry climate and lack of water affects him by having doubt. The cyclist is constantly worried about passing out and dying of dehydration. The cyclist also gets doubts when he sees the road signs reminding him how slow he is going. The snake also has a depressing effect about his dangers on his journey. All of these things in the setting affected the cyclist. His journey does teach you though, that trough determination you will be rewarded. You have to want things bad enough and put the effort into it. The author also teaches you to always have a positive attitude to get success.",2,2,2,2
7140,3,The features and settings affected the cyclist because of all the dangers of doing it. He took advice from old people to do it. But even though it started out good almost nothing last forever. Hes riding a like in the middle of summer with little water and in the desert. He runs into towns that are abandon and the next town is only @NUM1 miles are litheraly going to be rough roads ahead. But when he did get to the town that was abandon to. until he found hope and seeing a man in a chair ,1,1,1,1
7141,3,"The features of the setting affects the cyclist by not being in town. I say this Because the cyclist talks about “old timeres who haven't left the contines of their porches since carter was in office."" So that means he dousen't know were he's at.",0,0,0,0
7142,3,"In the cyclists journey to Yosemite, several factors hinder him from reaching it. The first is obviously the false information given to him by the elders. The second is that because the information wasn’t true, the cyclist had an insufficient amount of water. This made him dehydrated. The last is the fact that the route given to him included obstacles such as snakes, rocky roads, and old ghost towns and abandoned buildings which made the cyclist less confident. Those are the features of the setting which affected the cyclist",2,3,3,3
7143,3,The setting affects the cyclist because one he should have stack to his own map. He should have packed an extra bottle of water. @NUM1 not take any advice from people that haven’t left the porch in years.,1,1,1,1
7144,3,"The setting affects the cyclist mood in the story the cyclist takes a short cut with many abandon towns, and buildings as well as a bumpy, terrain. When he came to a fork in his path that had a water pump he immediately began to pump it the water was not good for drinking. He was determined to make it to the next town. “I could make that” he said. Because of the ghost town and the old pump he had to continue on. When the cyclist came to a sign in the road warning him about the road a hed he began to get depressed, “I was sad”. Finally when he reached @CAPS1 and @CAPS2 Fish Camp he was thankful and wanted to show his gratitude. The setting can affect a cyclist by his mood at first the cyclist is determined but as the setting gets worse his mood and hopes go down the drain. At the end when the setting is bright so is his mood.",2,2,2,2
7145,3,The features of the setting affected the cyclists because he was thirsty and it was hot and he was almost out of water and he almost died because when he was drinking the water and he hit a bump and spit got lodged in his throat and tiring hills it seemed to never end.,1,1,1,1
7146,3,"The features of the setting affect the cyclist because he wasnt pre pared in the beginning, the cyclist got directions from an old man who hadnt left his porch in years so he wouldnt know what had changed. Then the cyclist starts his journey with not a lot of water. When he got to the second town “I notice the terrain changing. Flat road was replaced by short rolling hills.’ This quote means that he wasn’t expecting hills, he thought it was going o be a flat way. Also in the @NUM1 degree whether with limited water supply, he couldnt ride up and down hills. Going down the hills gave him a break. Thats how the cyclist was affected by the settings features.",2,2,2,1
7147,3,"Alot of factors effected the cyclist. Temperature, terrain, directions all gave the cyclist doubt. The temperature through the high deserts of california left the cyclist feeling hot, parched and irratable. Through the story, he had all but a few slips of his water left. Knowing your running low of water “to feel sorry for himself” The cyclist had biked so far the terrain started to change from flat to “rolling hills”. This could impact someone greatly who has never biked on different levals before. Lastly, the feeling of hoped could have effected him the most. Not believing in yourself is the hardest thing to overcome. Having just liesurly taken instructions by an old man cost the cyclist hours of torture. The author did a great job using hyperbole to exagerate the cyclists feeling of lost hope . He also used very detailed text to paint the reader a picture. These literay elements made it easier for me to understand the effect of the temp, terrain and hope had on the biclist.",2,2,3,3
7148,3,"The features of the setting really affect the cyclist. He is led into false pretenses by the immediate surroundings. Little does he know that it would bring him into danger? When he comes to a rock in the road and finds that the water pumps are not good he is in serious danger. In the reading it says “The sun was beginning to heat down, but it hardly noticed. The cool pines and rushing rivers of Yosemite had my name written all over them.” The setting let the cyclists mind wonder so much that he didn’t even realize the heat.",1,0,1,1
7149,3,"In the short story, “Do Not Exceed Posted speed limit,” by Joe Kurmaskie, expresses the features of the setting like the lack of water, and can not find help to the end affects the cyclist in the story. During his time of need the cyclist says, “It didn’t really matter. I was going to die and the birds would pick me clean, leaving only some expensive outdoor gear and a diary with the last entry in praise old men their wisdom.” The cyclist has a lack of necessities in the features around him and is letting his pride fall down; giving up on hope. When the cyclist finds hope, “And drank deeply from the sink, I had an overwhelming urge to seek out Gary and Wilber, kiss them, and buy some bait.” The cyclist was astonished of what he had stumbled onto and appreciated that he was still alive. The cyclist should not have taken the old peoples advice for granted, but will now look onto people’s sense of directions.",2,2,2,2
7150,3,Setting affects many things in stories. The setting in this story affected the cyclist. The setting was very hot and it slowed him do wn a lot. For example he said he was doing 55 miles,0,0,0,0
